section,subject,entry
A,AFFLICTIONS AND ADVERSITIES,"-MISCELLANY OF MINOR SUB-TOPICS
     -God regulates the measure of afflictions PSA 80:5; ISA 9:1; JER 46:28
     -Determines the continuance of GEN 15:13,14; NUM 14:33; ISA 10:25; JER 29:10
     -Does not willingly send LAM 3:33
     -Man is born to JOB 5:6,7; 14:1
     -Saints appointed to 1TH 3:3
     -Consequent upon the fall GEN 3:16-19
     -Sin produces JOB 4:8; 20:11; PRO 1:31
     -Sinners corrected by 2SA 12:14; PSA 89:30-32; ISA 57:17; ACT 13:10,11
     -Often severe JOB 16:7-16; PSA 42:7; 66:12; JON 2:3; REV 7:14
     -Always less than deserved EZR 9:13; PSA 103:10
     -Results of, good GEN 50:20; EXO 1:11,12; DEU 8:15,16; JER 24:5,6; EZK 20:37
     -Tempered with mercy PSA 78:38,39; 106:43-46; ISA 30:18-21; LAM 3:32; MIC 7:7-9; NAM 1:12
-OF SAINTS
     -To be expected JHN 16:33; ACT 14:22
     -Comparatively light ACT 20:23; 24; ROM 8:18; 2CO 4:17
     -Temporary PSA 30:5; 103:9; ISA 54:7,8; JHN 16:20; 1PE 1:6; 5:10
     -Joy under JOB 5:17; JAS 5:11
     -End in joy and blessedness PSA 126:5,6; ISA 61:2,3; MAT 5:4; 1PE 4:13,14
     -Often arise from the profession of the gospel MAT 24:9; JHN 15:21; 2TI 3:11,12
     -Exhibit the love and faithfulness of God DEU 8:5; PSA 119:75; PRO 3:12; 1CO 11:32; HEB 12:6,7; REV 3:19
-OF THE WICKED
     -God is glorified in EXO 14:4; EZK 38:22,23
     -God holds in derision PSA 37:13; PRO 1:26,27
     -Are multiplied DEU 31:17; JOB 20:5; 21:17; PSA 32:10
     -Continual JOB 15:20; ECC 2:23; ISA 32:10
     -Often sudden PSA 73:19; PRO 6:15; ISA 30:13; REV 18:10
     -Are often judicially sent JOB 21:17; PSA 107:17; JER 30:15
     -Are for examples to others PSA 64:7-9; ZEP 3:6,7; 1CO 10:5,11; 2PE 2:6
     -Are ineffectual for their conversion EXO 9:30; ISA 9:13; JER 2:30; HAG 2:17
     -Their persecution of saints, a cause of DEU 30:7; PSA 55:19; ZEC 2:9; 2TH 1:6
     -Impenitence is a cause of PRO 1:30,31; EZK 24:13; AMO 4:6-12; ZEC 7:11,12; REV 2:21; 22
     -Sometimes humble them 1KI 21:27
     -Frequently harden NEH 9:28,29; JER 5:3
     -Produce slavish fear JOB 15:24; PSA 73:19; JER 49:3,5
     -Saints should not be alarmed at PRO 3:25,26
-Exemplified
     -In Pharaoh and the Egyptians EXO 9:14,15; 14:24,25
     -Ahaziah 2KI 1:1-4
     -Gehazi 2KI 5:27
     -Jehoram 2CH 21:12-19
     -Uzziah 2CH 26:19-21
     -Ahaz, etc 2CH 28:5-8,22
-FORSAKEN BY FRIENDS IN: INSTANCES OF JOB 2:9; 19:13-19
     -David PSA 31:11,12; 41:9; 88:8,18
     -Jesus MAT 26:56
     -Paul 2TI 4:16
-NATIONAL LESSONS FROM JOL 1; 2
-UNCLASSIFIED SCRIPTURES RELATING TO GEN 3:16,17; DEU 8:5; 2SA 7:14; JOB 3:1-26; 5:6,7,17,18; 6:1-30; 7:2-6; 9:18; 12:5; 14:1,22; 16:6-14; 17:7-16; 19:7-20; 23:10; 30:15-19; 33:19-22; 36:8-12,15; PSA 6:6,7; 18:4-6; 31:9-13; 32:3,4; 39:1-4; 42:6,7; 55:4-8; 66:10-12; 69:1-3,20; 73:10; 77:2-4; 80:5,6; 88:3-18; 89:32; 90:10; 102:3-11; 107:4,5,10,17-19; 109:22-24; 116:3; 141:7; 143:3,4; PRO 3:11,12; 12:25; 13:12; 14:10,13; 15:13,15; 17:3,22; 18:14; ECC 2:22,23; 7:2-4; ISA 1:6; 24:1-16; 26:16,17; 48:10; LAM 1:7,12; 3:1-36; ZEC 13:9; MRK 9:49; JHN 15:2; 16:33; 2CO 1:8,9; 4:7-12,16,17; 6:4-10; 11:23-30; HEB 12:6,7,9; 1PE 5:9; REV 3:19
     -See PENITENTS
     -See PERSECUTION
     -See POOR
     -See SORROW
     -See TEMPTATION
-BENEFITS OF 1KI 8:33,35,47-53; DEU 4:30,31; 30:1,2; 2CH 6:28-31; JOB 5:6-11,17; 23:10; PSA 94:12,13; PRO 3:11,12; HEB 12:5; ECC 7:2,3; ISA 19:20,22; 26:9; 27:9; JER 2:27; 22:22,23; 31:19; LAM 3:27,28; EZK 20:37,43; 6:9; HOS 2:6,7; 5:15; ROM 5:3,4; 8:17,28; 2CO 4:17; PHP 1:12-14,19; HEB 12:5; JAS 1:2-4,12; 1PE 1:7; 4:14
-BENEFITS OF, ILLUSTRATED GEN 22:12,16-18; 32:11; 42:21; EXO 9:27,28; 10:7,16,17; 12:31-33; NUM 21:7; JDG 10:6-8,10; 1SA 12:9,10; 1KI 13:1-10; 2CH 15:4; 33:12,13; EZR 9:5-15; NEH 9:32; JOB 34:31,32; 40:1-5; PSA 18:4-6; 66:10-12; 78:34,35; 119:67,71; ISA 26:16; JER 31:18,19; LAM 3:19,20; HOS 6:1; JON 2:1-10; LUK 15:11-24; ACT 8:24
-Exemplified
     -Joseph's brethren GEN 42:21
     -Joseph GEN 45:5,7,8
     -Israel DEU 8:3,5
     -Josiah 2KI 22:19
     -Hezekiah 2CH 32:25,26
     -Manasseh 2CH 33:12
     -Jonah JON 2:7
     -Prodigal son LUK 15:21
-CONSOLATION IN GEN 21:17; 16:7-13; 26:17,33; 31:42; EXO 3:7,8,16,17; 14:13,14; DEU 33:27; 2SA 22:28; JOB 5:6-27; 11:16-19; 16:5; 29:25; 31:19-22; 35:10; PSA 9:9,10; 23:4; 27:5,6; 30:5; 31:7; 34:4,19,20; 37:23,24,32,33; 41:3; 42:5; 46:1; 50:15; 55:22; 56:8-10; 62:1,2,5-8,11,12; 68:6; 69:20,33; 71:20; 73:26; 94:17-19; 103:13,14; 112:4; 119:50,52,54,92,143; 138:3,7,8; 140:12; 145:14; 147:3; PRO 12:13; ECC 4:1; ISA 4:6; 14:31,32; 25:4; 30:19,20; 40:1,2,29; 41:10,13,14,17; 42:3; 43:2; 49:13; 50:4,7-10; 51:3-13; 54:4,11; 58:10; 61:1-3; 63:9; 66:5,13,14; JER 31:13,25; 39:17,18; LAM 3:31-33,57; EZK 11:16; HOS 2:14,15; 6:1-3; NAM 1:7; ZEP 3:18; MAT 5:4,10-12; 10:29-31; 11:28; 14:27; 25:34-36,40; 28:5,9,10; MRK 6:50; LUK 6:21-23; 7:13; 12:6,7; 21:18; JHN 14:1,16,18,27; 15:18,20; 16:20,22,33; ACT 12:5; 23:11; ROM 8:28,35-39; 12:12,15; 15:4; 2CO 1:3-5,7; 4:8-10,16,17; 7:6; 12:9; GAL 6:2; PHP 1:19; 1TH 4:13,16-18; 2TH 1:7; 2:16,17; 2TI 2:12; 4:17; HEB 2:14,15,18; 4:15,16; 6:18; 12:1-4; 13:3,5,6; JAS 1:12,27; 5:8,10; 1PE 2:21-24; 4:12-14; 5:7; REV 2:9,10; 3:2,10; 7:14-17
-DELIVERANCE FROM
     -See PRAYER ANSWERED
-DESIGN OF DEU 8:2,16; 30:1-3; 31:17; JDG 2:21,22; 1KI 8:33-48; 2CH 6:24-31; 7:13,14; JOB 33:11,16-30; 36:8-10; PSA 66:10; 106:43,44; 107:10-14,17-21,23-31; 119:71; ECC 7:14; ISA 1:25-27; 4:3,4; 9:13,14; 52:5,6; JER 24:5; LAM 1:5; EZK 6:10; 14:10,11; DAN 4:25-27,34; HOS 5:15; AMO 4:6; MIC 6:9; MAL 3:3; JHN 9:2,3; 11:4; 15:2; 21:19; 1CO 11:32; 2CO 1:4-6; 4:11,17; 12:7; PHP 1:29,30; 2TH 1:4,5; HEB 2:10-18; 5:8,9; 12:5-11; 1PE 1:6,7; 5:10; REV 2:10
     -See BENEFITS OF, above
-DESPONDENCY IN JOB 4:5; 9:16-35; PSA 22:1,2; PRO 24:10; LAM 3:39; MAT 27:46; MRK 15:34; LUK 18:1
-DISPENSATION OF GOD EXO 4:11; DEU 4:5-31; 28:15-68; 32:39; RUT 1:20,21; 1SA 2:6,7; 2SA 16:10; 2KI 6:33; 15:5; 2CH 7:12-22; JOB 1:21; 5:6,17,18; 6:4; 9:12,22; 10:8; 11:10; 12:14-25; 19:6,21; 21:17; 23:16; 27:2; 30:11; 34:29; PSA 38:3; 66:11; 71:20; 78:31-34; 88:6,7,16; 89:38-45; 90:7,15; 102:10,23; ISA 30:20; 45:7; JER 45:3; LAM 1:5; 3:1; DAN 4:24-26; AMO 3:6; JON 2:3; MIC 1:12; ROM 8:20; 1CO 11:32; HEB 12:10; REV 3:19
-FROM SATAN JOB 1; 2; 2CO 12:7
     -See TEMPTATION
     -See IMPENITENCE IN
     -See OBDURACY IN, below
-MOCKING AT JOB 12:5; PRO 17:5
-MURMURING IN
     -See MURMURING
-OBDURACY IN LEV 26:23,24,27,28; JOB 36:12,13; PSA 78:31,32; ISA 8:21; 9:13; 22:12,13; 26:11; 42:25; 57:17; JER 2:30,35; 3:3; 5:3; 7:28; DAN 9:13; HOS 7:9,10,14; 9:17; AMO 4:6-11; ZEP 3:2,7; HAG 2:17; REV 9:20,21; 16:9-11,21
-As a Judgment
     -See JUDGEMENT
     -See IMPENITENCE
-INSTANCES OF
     -Pharaoh EXO 8:19; 9:30-34; 14:5-9
     -Asa 2CH 16:12
     -Ahaz 2CH 28:22,23
-PENITENCE IN: INSTANCES OF
     -Pharaoh EXO 8:8; 9:27-30; 12:30,31; 14:5-9
     -David 2SA 12:15,16,23
     -Nebuchadnezzar DAN 4:28-37
     -Levites NEH 9:33
-PRAYER IN GEN 32:11; 43:14; EXO 17:4; NUM 20:16; 1SA 1:10,11; 2SA 12:22; 15:31; 22:7; 1KI 8:36-50; 2KI 19:16,19; 1CH 5:20; 2CH 6:24-39; 14:11; 20:4-13; 33:12,13; NEH 4:4,5,9; 6:9,14; 9:32; JOB 10:2,9,15; 13:21; 16:20; PSA 3:1,2,7; 4:1; 5:8; 6:1-7; 7:1,2,6,7; 9:13,14; 10:1,12-15; 13:1-4; 16:1; 17:1,2,6-9,13,14; 20:1,2; 22:1-21; 25:2,16-19,22; 27:11,12; 28:1; 30:9,10; 31:1-4,14-18; 35:1-3,17,19,22,23,25; 38:1-22; 39:10,12,13; 40:13,17; 42:9; 43:1-5; 44:4,23-26; 50:15; 54:1-3; 55:1-17; 56:1-13; 57:1,2; 59:1-17; 60:1-3,11; 61:1,2; 64:1,2; 69:1-36; 70:1,2; 71:1,2,4,9,12; 74:1,3,10,11,19,21-23; 77:1,2,7-9; 79:1,5,8,9,11; 80:1,3-5,14; 83:1-18; 85:5-7; 86:1-17; 88:9-14; 89:39-51; 90:15; 94:1-23; 102:2,24; 106:47; 108:6,12; 109:1-31; 116:4; 119:22,28,39,41,42,76,77,82,84, 107,121-123,134,145-149,153,154,170,173; 120:2; 123:3,4; 126:4; 130:1-8; 140:1-13; 141:1-10; 142:1,2,5-7; 143:1-12; ISA 33:2; 38:2,3,14-19; 51:9; 63:15-17; 64:1,9-12; JER 10:24; 14:8,9,19-21; 15:15; 16:19; 17:17,18; 18:19; 27:8; 32:16-25; LAM 1:9-11,20; 2:18,19; 5:1,16,17,19-22; DAN 6:10; JOL 1:19; JON 1:14; 2:1-10; HAB 1:12,13; MAT 8:25; 14:30; 15:22-28; 26:39,42,44; 27:46; MRK 14:36; 15:34; LUK 18:1; 22:42; 23:46; JHN 11:3; ACT 4:29,30; 7:59,60; 2CO 12:8; JAS 5:13-16
     -See PRAYER
-PRAYER IN, ANSWERED
     -See PRAYER, ANSWERED
-PRAYER FOR THE AFFLICTED
     -See INTERCESSION
-RESIGNATION IN JOB 5:17; 13:15; 34:31,32,34; PSA 4:4; 37:1; 46:10; PRO 3:11; LAM 3:22-36,39; MIC 6:9; MAT 26:39; MRK 14:36; LUK 21:19; 22:42; JHN 18:11; ROM 5:3; 12:12; 2CO 12:9; PHP 2:14; COL 1:11; 1TH 3:3; 2TH 1:4; 2TI 2:3; 4:5; HEB 10:34; 12:3-12; JAS 1:10; 4:7; 1PE 1:6; 2:20; 4:12,13,19; 5:6,7
-RESIGNATION IN, EXEMPLIFIED JDG 10:15; 1SA 3:18; 2SA 12:23; 15:26; 16:10,12; 24:14; 2KI 4:26; 20:19; NEH 9:33; EST 4:16; JOB 1:21,22; 2:10; 13:15; 14:14; PSA 39:9; 71:20; 119:75; ISA 39:8; JER 10:19; LAM 1:18; 3:39; DAN 9:14; MIC 7:9; LUK 23:40,41; ACT 21:14; ROM 5:3,4; 2CO 6:4-10; 7:4; 2TH 1:4; JAS 5:11
     -See RESIGNATION
-INSTANCES OF RESIGNATION IN
     -Aaron, at the death of Nadab and Abihu LEV 10:1-3
     -Against his house were foretold 1SA 3:15-18
     -David, at the death of his child 2SA 12:23
     -The Shunammite woman 2KI 4:18-37
     -Jesus, in Gethsemane MAT 26:39; MRK 14:36; LUK 22:42; JHN 18:11
     -Paul and Silas in prison ACT 16:23-25"
A,AGABUS,-A prophet ACT 11:28; 21:10
A,AGAG,"-1. A king of the Amalekites NUM 24:7
-2. A king of the Amalekites, taken prisoner by Saul, and killed by Samuel 1SA 15:8,33"
A,AGAR,-See HAGAR
A,AGATE,-A precious stone EXO 28:19; ISA 54:12; EZK 27:16
A,"AGE, OLD",-See OLD AGE
A,AGED,"-Gospel invitation to MAT 20:5,6
-See OLD AGE"
A,AGEE,-Father of Shammah 2SA 23:11
A,AGENCY,"-IN SALVATION OF MEN JOB 33:14-30; PSA 8:2; MAT 4:19; 5:13-16; LUK 1:17; 5:10; 10:17,21; JHN 15:16; 1CO 1:26-29; 1TH 2:4; 1TI 1:11; 6:20; JAS 5:20
     -See PREACHING
-IN EXECUTING JUDGMENTS GEN 3:15; 1SA 15:1-19; 2SA 7:14; 2KI 9:6,7; 19:25,26; 2CH 22:7; PSA 17:13,14; ISA 10:5,6; 13:5; 41:15; JER 27:8; 51:20-23"
A,"AGENCY, FREE MORAL",-See CONTINGENCIES
A,AGRICULTURE,"-Divine institution of GEN 2:15; 3:19,23
-Practiced by Cain GEN 4:2
-Practiced by Noah GEN 9:20
-Practiced by Elisha 1KI 19:19
-Practiced by David 1CH 27:26-31
-Practiced by Uzziah 2CH 26:10
-Practiced by Solomon ECC 2:4-6
-God to be acknowledged in JER 5:24; HOS 2:8
-Requires wisdom ISA 28:26
-Requires diligence PRO 27:23,27; ECC 11:6
-Requires patience JAS 5:7
-Requires toil 2TI 2:6
-Persons engaged in, called husbandmen 2CH 26:10
-Called laborers MAT 9:37
-Called tiller of the ground GEN 4:2
-Planters of vineyards, exempted from military service DEU 20:6
-Fruits blasted because of sin ISA 5:10; 7:23; JER 12:13; JOL 1:10,11
-LAWS CONCERNING EXO 20:9; 22:5,6; 23:10-12; 34:21,22; LEV 19:9,10,19,23-25; 25:2-12,15,16,19-28; DEU 5:13,14; 22:9,10; 23:24,25; 24:19-21; PRO 3:9,10; ECC 5:9; PRO 27:23-27; MAT 12:1
-FACTS ABOUT GEN 8:22; 1SA 13:19-21; ISA 28:24-28; MAT 13:3-8; 2CO 9:6; GAL 6:7
     -See HUSBANDMAN
-FIGURATIVE
     -Fallow ground JER 4:3
     -Sowing wheat, but reaping thorns JER 12:13
     -Parable
          -Of the sower MAT 13:3-8,19-23; LUK 8:5-15
          -Of the tares MAT 13:24-30,36-43
-OPERATIONS IN
     -See CHURNING
     -See GLEANING
     -See GRAFTING
     -See IRRIGATION
     -See MANURE
     -See MOWING
     -See PRUNING
     -See REAPING
     -See SOWER
     -See THRESHING
-IMPLEMENTS OF
     -See AX
     -See CART
     -See FAN
     -See FLAIL
     -See FORK
     -See GOAD
     -See HARROW
     -See MATTOCK
     -See MILL
     -See PLOW
     -See PRUNING-HOOK
     -See SHOVEL
     -See SICKLE
     -See SIEVE
-PRODUCTS OF
     -See APPLE
     -See BARLEY
     -See BUTTER
     -See CHAFF
     -See CORN
     -See CUCUMBER
     -See DATE
     -See FIG
     -See FITCH
     -See GARLIC
     -See GOURD
     -See GRAPE
     -See HONEY
     -See LEEK
     -See MELON
     -See MILK
     -See OIL
     -See ONION
     -See POMEGRANATE
     -See RYE
     -See STUBBLE
     -See WHEAT
     -See WINE
-ANIMALS OF
     -See ASS
     -See CAMEL
     -See GOATS
     -See HORSES
     -See KINE
     -See MULES
     -See SHEEP
     -See SWINE
     -See also BARN
     -See FENCE
     -See GARNER
     -See VINEYARDS"
A,AGRIPPA,-King ACT 25:26
A,AGUE,-General scriptures concerning LEV 26:16
A,AGUR,-Son of Jakeh PRO 30:1
A,AHAB,"-1. King of Israel 1KI 16:29
     -Marries Jezebel 1KI 16:31
     -Idolatry of 1KI 16:30-33; 18:18,19; 21:25,26
     -Other wickedness of 2KI 3:2; 2CH 21:6; 22:3,4; MIC 6:16
     -Reproved by Elijah; assembles the prophets of Baal 1KI 18:17-46
     -Fraudulently confiscates Naboth's vineyard 1KI 21
     -Defeats Ben-hadad 1KI 20
     -Closing history and death of 1KI 22; 2CH 18
     -Succeeded by his son, Ahaziah 1KI 22:40
     -Prophecies against 1KI 20:42; 21:19-24; 22:19-28; 2KI 9:8,25,26
     -Sons of, murdered 2KI 10:1-8
-2. A false prophet JER 29:21,22"
A,AHARAH,"-Also called EHI, and AHIRAM, and AHER
     -Son of Benjamin GEN 46:21; NUM 26:38; 1CH 7:12; 8:1"
A,AHARHEL,-Son of Harum 1CH 4:8
A,AHASAI,-A grandson of Immer NEH 11:13
A,AHASBAI,"-Father of Eliphelet 2SA 23:34
-See UR 1CH 11:35"
A,AHASUERUS,"-1. King of Persia, history of
     -See BOOK OF ESTHER EST 1
-2. AHASUERUS
     -See ARTAXERXES
-3. Father of Darius DAN 9:1"
A,AHAVA,"-A river of Babylon EZR 8:15,21,31"
A,AHAZ,"-1. King of Judah, son and successor of Jotham 2KI 15:38; 16:1; 2CH 27:9; 28:1
     -Idolatrous abominations of 2KI 16:3,4; 2CH 28:2-4,22-25
     -Kingdom of, invaded by the kings of Syria and Samaria 2KI 16:5,6; 2CH 28:5-8
     -Robs the temple to purchase aid from the king of Asia 2KI 16:7-9,17,18; 2CH 28:21
     -Visits Damascus, obtains a novel pattern of an altar, which he substitutes for the altar in the temple in Jerusalem, and otherwise perverts the forms of worship 2KI 16:10-16
     -Sundial of 2KI 20:11; ISA 38:8
     -Prophets in the reign of ISA 1:1; HOS 1:1; MIC 1:1
     -Prophecies concerning ISA 7:13-25
     -Succeeded by Hezekiah 2KI 16:20
-2. Son of Micah 1CH 8:35; 9:41,42"
A,AHAZIAH,"-1. King of Judah. Called AZARIAH and JEHOAHAZ 2CH 21:17; 25:23
     -History of 2KI 8:25-29; 9:16-29
     -Gifts of, to the temple 2KI 12:18
     -Brethren of, slain 2KI 10:13,14
     -Succeeded by Athaliah 2CH 22:10-12
-2. King of Israel
     -History of 1KI 22:40,49,51-53; 2CH 20:35-37; 2KI 1
     -Succeeded by Jehoram 2KI 3:1"
A,AHBAN,-Son of Abishur 1CH 2:29
A,AHER,-See AHARAH
A,AHI,"-1. Son of Shamer 1CH 7:34
-2. Son of Abdiel 1CH 5:15"
A,AHIA,-See AHIMELECH
A,AHIAH,"-1. Grandson of Phinehas 1SA 14:3,18
-2. One of Solomon's scribes 1KI 4:3
-3. A Benjamite 1CH 8:7"
A,AHIAM,"-One of David's heroes 2SA 23:33
-Also called SACAR 1CH 11:35"
A,AHIAN,-Son of Shemidah 1CH 7:19
A,AHIEZER,"-1. Captain of the tribe of Dan NUM 1:12; 2:25,26
     -Contributes to the tabernacle NUM 7:66-71
-2. One of David's valiant men 1CH 12:3"
A,AHIHUD,"-1. A prince of Asher, assists in allotting the land of Canaan among the tribes NUM 34:27
-2. A son of Bela 1CH 8:7"
A,AHIJAH,"-Also called AHIAH
-1. Son of Bela 1CH 8:7
-2. Son of Jerahmeel 1CH 2:25
-3. A priest in Shiloh, probably identical with Ahimelech, mentioned in 1SA 22:11
     -Was priest in Saul's reign 1SA 14:3,18
     -Killed 1SA 22:11-19
-4. One of David's heroes 1CH 11:36
     -Also called ELIAM 2SA 23:34
-5. A Levite who was treasurer in the tabernacle 1CH 26:20
-6. Son of Shisha 1KI 4:3
-7. A prophet in Shiloh 1KI 11:29-39
-8. Father of Baasha 1KI 15:27,33; 2KI 9:9
-9. An Israelite, who subscribed to the covenant of Nehemiah NEH 10:26"
A,AHIKAM,-Son of Shaphan 2KI 22:12-14; 25:22; 2CH 34:20; JER 26:24; 39:14; 40:5-16; 41:1-18; 43:6
A,AHILUD,"-Father of Baana 1KI 4:12
-Father of Jehoshaphat 2SA 8:16; 20:24; 1KI 4:3; 1CH 18:15"
A,AHIMAAZ,"-1. Father-in-law of king Saul 1SA 14:50
-2. Son of Zadok, the high priest. Loyal to David 2SA 15:36; 17:17-20; 18:19-33; 1CH 6:8,9,53
-3. Solomon's son-in-law 1KI 4:15"
A,AHIMAN,"-1. A giant of Hebron NUM 13:22; JOS 15:14
-2. A Levite 1CH 9:17"
A,AHIMELECH,"-1. Also called AHIA. A high priest, during the reign of David
     -Gives shewbread and the sword of Goliath to David 1SA 21; MRK 2:26
     -Killed by the command of Saul 1SA 22:9-22
-2. A Hittite, and friend of David 1SA 26:6"
A,AHIMOTH,-A Levite 1CH 6:25
A,AHINADAB,-Son of Iddo 1KI 4:14
A,AHINOAM,"-1. Wife of king Saul 1SA 14:50
-2. Wife of king David 1SA 25:43; 27:3; 30:5,18; 2SA 3:2"
A,AHIO,"-1. A Levite, who drove the cart bearing the ark of the covenant 2SA 6:3,4; 1CH 13:7
-2. A Benjamite 1CH 8:14
-3. Son of Jehiel 1CH 8:31; 9:37"
A,AHIRA,-Captain of the tribe of Naphtali NUM 1:15; 2:29; 7:78-83; 10:27
A,AHIRAM,-See AHARAH
A,AHISAMACH,-Father of Aholiab EXO 31:6; 35:34; 38:23
A,AHISHAHAR,-Son of Bilhan 1CH 7:10
A,AHISHAR,-One of Solomon's household officers 1KI 4:6
A,AHITHOPHEL,"-One of David's counsellors 2SA 15:12; 1CH 27:33
-Joins Absalom 2SA 15:31,34; 16:15,20-23; 17:1-23
-Probably referred to by David in PSA 55:12-14
-Suicide of 2SA 17:1-14,23"
A,AHITUB,"-1. High priest, father of Ahiah 1SA 14:3; 22:9,11,12,20
-2. Father of Zadok 2SA 8:17; 1CH 18:16
-3. Ruler of the house of God 1CH 9:11; NEH 11:11
-4. The Ahitub mentioned in 1CH 6:8,11,12
     -Is probably identical with the last described above, or else he is confused with Azariah 2CH 31:10"
A,AHLAB,"-A city of Asher, the original inhabitants of which were not expelled JDG 1:31"
A,AHLAI,"-1. Daughter of Sheshan 1CH 2:31,34,35
-2. Father of Zabad 1CH 11:41"
A,AHOAH,"-Son of Bela 1CH 8:4
-Also called AHIAH 1CH 8:7
-And IRA 1CH 7:7"
A,AHOLAH,"-Name of an imaginary woman, typical of idolatry EZK 23:4,5,36,44"
A,AHOLIAB,"-An artificer of the tabernacle EXO 31:6; 35:34; 36:1,2; 38:23"
A,AHOLIBAH,"-An imaginary character, typical of idolatry EZK 23:4,5,36,44"
A,AHOLIBAMAH,"-1. Wife of Esau GEN 36:3,14,25
     -She is probably identical with Judith, of GEN 26:34
-2. An Edomitish prince GEN 36:41"
A,AHUMAI,-Son of Jahath 1CH 4:2
A,AHUZAM,-Son of Ashur 1CH 4:6
A,AHUZZATH,-A friend of Abimelech GEN 26:26
A,AI,"-1. A royal city of the Canaanites
     -Conquest and destruction of JOS 7:8
     -Rebuilt EZR 2:28
     -Also called AIJA NEH 11:31
     -And AIATH ISA 10:28
     -Population of JOS 8:25
-2. A city of the Ammonites JER 49:3"
A,AIAH,-See AJAH
A,AIATH,-See AI
A,AIJA,-See AI
A,AIJALON,-See AJALON
A,AIJELETH SHAHAR,"-(A musical term which probably indicated the sprightly movement of the music set to) PSA 22
-See TITLE PSA 22:1"
A,AIN,"-1. A city of Simeon JOS 19:7; 15:32; 21:16; 1CH 4:32
     -Also called ASHAN 1CH 6:59
     -Possibly identical with En-Rimmon NEH 11:29
-2. A landmark on the northern boundary of Palestine NUM 34:11"
A,AJAH,"-Also called AIAH
-1. A Horite GEN 36:24; 1CH 1:40
-2. Father of Rizpah 2SA 3:7; 21:8-11"
A,AJALON,"-1. A city of Dan JOS 19:42
     -Assigned to the Levites. A city of refuge JOS 21:24; 1SA 14:31; 1CH 6:69
     -Amorites of, not exterminated JDG 1:35
-2. A city of Zebulun JDG 12:12
-3. A city of Judah 2CH 28:18; 11:10
-4. A valley JOS 10:12"
A,AKAN,"-A Horite GEN 36:27
-Also called JAAKAN DEU 10:6
-And JAKAN 1CH 1:42"
A,AKKUB,"-1. One of the Nethinim EZR 2:45
-2. A returned exile 1CH 9:17; EZR 2:42; NEH 7:45; 8:7; 12:25
-3. A son of Elioenai 1CH 3:24"
A,AKRABBIM,-A chain of hills in the south of Palestine NUM 34:4; JOS 15:3; JDG 1:36
A,ALABASTER,"-(A white stone)
-Vessels made of MAT 26:7; MRK 14:3; LUK 7:37"
A,ALAMETH,-Son of Becher 1CH 7:8
A,ALAMMELECH,-A town of Asher JOS 19:26
A,ALAMOTH,"-A musical term 1CH 15:20
-Inscription to PSA 46
-See MUSIC"
A,ALEMETH,"-1. A Levitical city 1CH 6:60
     -See ALMON
-2. Son of Jehoadah 1CH 8:36
     -Or of Jarah 1CH 9:42"
A,ALEXANDER,"-1. Son of Simon who bore the cross of Jesus MRK 15:21
-2. A relative of the high priest, present at the defense of Peter and John ACT 4:6
-3. A Jew of Ephesus ACT 19:33
-4. A copper-smith 1TI 1:20; 2TI 4:14"
A,ALEXANDRIA,"-A city of Egypt ACT 6:9
-Ships of ACT 27:6; 28:11
-Apollos born in ACT 18:24"
A,ALGUM,"-Also called ALMUG, trees of Ophir and Lebanon 1KI 10:11,12; 2CH 2:8; 9:10,11"
A,ALIAH,-See ALVAH
A,ALIAN,-See ALVAN
A,ALIENS,"-(Strangers, heathen)
-To be treated with justice EXO 22:21; 23:9; LEV 19:33,34; DEU 1:16; 10:19; 24:14,17; 27:19; JER 7:6; 22:3; EZK 22:29; MAL 3:5
-Religious privileges of EXO 12:48,49; NUM 9:14; 15:14,15
-Kindness to Edomites, enjoined DEU 23:7
-Jews authorized to purchase, as slaves LEV 25:44,45
-Jews authorized to take usury from DEU 15:3; 23:20
-Jews not permitted to make kings of DEU 17:15
-Forbidden to eat the Passover EXO 12:45
-Partially exempt from Jewish law DEU 14:21
-Numerous in times of David and Solomon 2SA 22:45,46; 2CH 2:17; 15:9
-Oppressed EZK 22:29
-Rights of NUM 35:15; JOS 20:9; EZK 47:22,23
-David's kindness to 2SA 15:19,20
-Hospitality to, required by Jesus MAT 25:35,38,43
-See GLEANING
-See HEATHEN
-See HOSPITALITY
-See INHOSPITABLENESS
-See PROSELYTE
-See STRANGERS"
A,ALLEGORY,"-Of the trees seeking a king JDG 9:8-15
-Messiah's kingdom represented under, of the wolf and the lamb dwelling together ISA 11:6-8
-Wilderness to blossom as the rose ISA 35
-The two covenants GAL 4:24
-See PARABLE
-See SYMBOL"
