strongs_number,word,gloss,language,part_of_speech,gender,occurrences,first_occurrence,root_word,word_root_occurrence,first_root_number,first_root_hebrew,second_root_number,second_root_hebrew,third_root_number,third_root_hebrew
113,אָדוֹן אָדוֹן,"adown (aw-done') (or (shortened) adon {aw-done'}) n-m.
1. sovereign, i.e. controller (human or divine)
[from an unused root (meaning to rule)]
KJV: lord, master, owner. 
Compare: also, names, beginning, with, ""Adoni-"" ",H,noun,masculine,336,GEN 18:3,אדן,868,,,,,,
114,אַדּוֹן,"Addown (ad-done') adj.
1. powerful
2. Addon, apparently an Israelite
[probably intensive for H113]
KJV: Addon. 
Root(s): H113 ",H,adjective,,1,NEH 7:61,אדן,868,113,אדון אדון,,,,
115,אֲדוֹרַיִם,"Adowrayim (ad-o-rah'-yim) n/l.
1. double mound
2. Adorajim, a place in Israel
[dual from H142 (in the sense of eminence)]
KJV: Adoraim. 
Root(s): H142 ",H,noun location,,1,2CH 11:9,אדר,35,142,אדר,,,,
116,אֱדַיִן,"edayin (ed-ah'-yin) adv.
1. then (of time)
[(Aramaic) of uncertain derivation]
KJV: now, that time, then. ",A,verb,,57,EZR 4:9,,,,,,,,
117,אַדִּיר,"addiyr (ad-deer') adj.
1. wide
2. (generally) large
3. (figuratively) powerful
[from H142]
KJV: excellent, famous, gallant, glorious, goodly, lordly, mighty(- ier one), noble, principal, worthy. 
Root(s): H142 ",H,adjective,,27,EXO 15:10,אדר,35,142,אדר,,,,
118,אֲדַליָא,"Adalya' (ad-al-yaw') n/p.
1. Adalja, a son of Haman
[of Persian derivation]
KJV: Adalia. ",H,noun proper,,1,EST 9:8,,,,,,,,
119,אָדַם,"adam (aw-dam') v.
1. be (dyed, made) red (ruddy)
[to show blood (in the face), i.e. flush or turn rosy]",H,verb,,10,EXO 25:5,אדם,940,,,,,,
120,אָדָם,"adam (aw-dawm') n-m.
1. ruddy i.e. a human being (an individual or the species, mankind, etc.)
[from H119]
KJV: X another, + hypocrite, + common sort, X low, man (mean, of low degree), person. 
Root(s): H119 ",H,noun,masculine,552,GEN 1:26,אדם,940,119,אדם,,,,
121,אָדָם,"Adam (aw-dawm') n/p.
1. Adam the name of the first man, also of a place in Israel
[the same as H120]
KJV: Adam. 
Root(s): H120 ",H,noun proper,,11,GEN 3:17,אדם,940,120,אדם,,,,
122,אָדוֹם,"adom (aw-dome') adj.
1. rosy
[from H119]
KJV: red, ruddy. 
Root(s): H119 ",H,adjective,,9,GEN 25:30,אדם,940,119,אדם,,,,
123,אֱדוֹם אֱדוֹם,"Edom (ed-ome') (or (fully) oEdowm {ed-ome'}) n/p.
1. red (see Gen. 25
2. Edom, the elder twin-brother of Jacob
3. hence the region (Idumaea) occupied by him
[from H122]
KJV: Edom, Edomites, Idumea. 
Root(s): H122 ",H,noun proper,,100,GEN 25:30,אדם,940,122,אדום,,,,
124,אוֹדֶם,"odem (o'-dem) n-f.
1. redness, i.e. the ruby, garnet, or some other red gem
[from H119]
KJV: sardius. 
Root(s): H119 ",H,noun,feminine,3,EXO 28:17,אדם,940,119,אדם,,,,
125,אֲדַמדָּם,"adamdam (ad-am-dawm') adj.
1. reddish
[reduplicated from H119]
KJV: (somewhat) reddish. 
Root(s): H119 ",H,adjective,,6,LEV 13:19,אדם,940,119,אדם,,,,
126,אַדמָה,"Admah (ad-maw') n/l.
1. earthy
2. Admah, a place near the Dead Sea
[contracted for H127]
KJV: Admah. 
Root(s): H127 ",H,noun location,,5,GEN 10:19,אדם,940,127,אדמה,,,,
127,אֲדָמָה,"adamah (ad-aw-maw') n-f.
1. soil (from its general redness)
[from H119]
KJV: country, earth, ground, husband(-man) (-ry), land. 
Root(s): H119 ",H,noun,feminine,225,GEN 1:25,אדם,940,119,אדם,,,,
128,אֲדָמָה,"Adamah (ad-aw-maw') n/l.
1. Adamah, a place in Israel
[the same as H127]
KJV: Adamah. 
Root(s): H127 ",H,noun location,,1,JOS 19:36,אדם,940,127,אדמה,,,,
129,אֲדָמִי,"Adamiy (ad-aw-mee') n/l.
1. earthy
2. Adami, a place in Israel
[from H127]
KJV: Adami. 
Root(s): H127 ",H,noun location,,1,JOS 19:33,אדם,940,127,אדמה,,,,
130,אֱדוֹמִי,"Edomiy (ed-o-mee') (or (fully) aEdowmiy {ed-o-mee'}) adj.
1. an Edomite, or descendants from (or inhabitants of) Edom
[patronymic from H123]
KJV: Edomite. See H0726. 
Root(s): H123 
See also: H726 ",H,adjective,,12,DEU 23:7,אדם,940,123,אדום אדום,,,,
131,אֲדוּמִּים,"Adummiym (ad-oom-meem') n/l.
1. red spots
2. Adummim, a pass in Israel
[plural of H121]
KJV: Adummim. 
Root(s): H121 ",H,noun location,,2,JOS 15:7,אדם,940,121,אדם,,,,
132,אַדמוֹנִי אַדמוֹנִי,"admoniy (ad-mo-nee') (or (fully) admowniy {ad-mo-nee'}) adj.
1. reddish (of the hair or the complexion)
[from H119]
KJV: red, ruddy. 
Root(s): H119 ",H,adjective,,3,GEN 25:25,אדם,940,119,אדם,,,,
133,אַדמָתָא,"Admatha' (ad-maw-thaw') n/p.
1. Admatha
[probably of Persian derivation]",H,noun proper,,1,EST 1:14,,,,,,,,
134,אֶדֶן,"eden (eh'-den) n-m.
1. a basis (of a building, a column, etc.)
[from the same as H113 (in the sense of strength)]
KJV: foundation, socket. 
Root(s): H113 ",H,noun,masculine,57,EXO 26:19,אדן,868,113,אדון אדון,,,,
135,אַדָּן,"Addan (ad-dawn') n/l.
1. firm
2. Addan, an Israelite
[intensive from the same as H134]
KJV: Addan. 
Root(s): H134 ",H,noun location,,1,EZR 2:59,,,134,אדן,,,,
136,אֲדוֹנָי,"Adonay (ad-o-noy') n-m.
1. the Lord (used as a proper name of God only)
[am emphatic form of H113]
KJV: (my) Lord. 
Root(s): H113 ",H,noun,masculine,438,GEN 15:2,אדן,868,113,אדון אדון,,,,
137,אֲדוֹנִי ־ בֶּזֶק,"Adoniy-Bezeq (ad-o''-nee-beh'-zek) n/p.
1. lord of Bezek
2. Adoni-Bezek
3. a Canaanitish king
[from H113 and H966]
KJV: Adoni-bezek. 
Root(s): H113, H966 ",H,noun proper,,3,JDG 1:5,אדן,868,113,אדון אדון,966,בזק,,
138,אֲדוֹנִיָה אֲדוֹנִיָהוּ,"Adoniyah (ad-o-nee-yaw') (original (prolonged) dAdoniyahuw {ad-o-nee- yaw'-hoo}) n/p.
1. lord (i.e. worshipper) of Jah
2. Adonijah, the name of three Israelites
[from H113 and H3050]
KJV: Adonijah. 
Root(s): H113, H3050 ",H,noun proper,,26,2SA 3:4,אדן,868,113,אדון אדון,3050,יה,,
139,אֲדוֹנִי ־ צֶּדֶק,"Adoniy-Tsedeq (ad-o''-nee-tseh'-dek) n/p.
1. lord of justice
2. Adoni-Tsedek, a Canaanitish king
[from H113 and H6664]
KJV: Adonizedec. 
Root(s): H113, H6664 ",H,noun proper,,2,JOS 10:1,אדן,868,113,אדון אדון,6664,צדק,,
140,אֲדוֹנִיקָם,"Adoniyqam (ad-o-nee-kawm') n/p.
1. lord of rising (i.e. high)
2. Adonikam, the name of one or two Israelites
[from H113 and H6965]
KJV: Adonikam. 
Root(s): H113, H6965 ",H,noun proper,,3,EZR 2:13,אדן,868,113,אדון אדון,6965,קום,,
141,אֲדוֹנִירָם,"Adoniyram (ad-o-nee-rawm') n/p.
1. lord of height
2. Adoniram, an Israelite
[from H113 and H7311]
KJV: Adoniram. 
Root(s): H113, H7311 ",H,noun proper,,2,1KI 4:6,אדן,868,113,אדון אדון,7311,רום,,
142,אָדַר,"adar (aw-dar') v.
1. to expand, i.e. be great
2. (figuratively) magnificent
[a primitive root]
KJV: (become) glorious, honourable. ",H,verb,,3,EXO 15:6,אדר,35,,,,,,
143,אֲדָר,"Adar (ad-awr') n/t.
1. perhaps meaning fire
2. Adar, the 12th Hebrew month
[probably of foreign derivation]
KJV: Adar. ",H,noun proper time,,8,EST 3:7,,,,,,,,
144,אֲדָר,"Adar (ad-awr') n/t.
1. Adar
[(Aramaic) corresponding to H143]
 Root(s): H143 ",A,noun proper time,,1,EZR 6:15,,,143,אדר,,,,
145,אֶדֶר,"eder (eh'-der) n-m.
1. amplitude
2. (concretely) a mantle
3. (figuratively) splendor
[from H142]
KJV: goodly, robe. 
Root(s): H142 ",H,noun,masculine,2,MIC 2:8,אדר,35,142,אדר,,,,
146,אַדָּר,"Addar (ad-dawr') n/p.
1. ample
2. Addar, a place in Israel
3. (also) an Israelite
[intensive from H142]
KJV: Addar. 
Root(s): H142 ",H,noun proper,,2,JOS 15:3,אדר,35,142,אדר,,,,
147,אִדַּר,"iddar (id-dar') n-f.
1. ample, i.e. a threshing-floor
[(Aramaic) intensive, from a root corresponding to H142]
KJV: threshingfloor. 
Root(s): H142 ",A,noun,feminine,1,DAN 2:35,,,142,אדר,,,,
148,אֲדַרגָּזֵר,"adargazer (ad-ar''-gaw-zare') n-m.
1. a chief diviner, or astrologer
[(Aramaic) from the same as H147, and H1505]
KJV: judge. 
Root(s): H147, H1505 ",A,noun,masculine,2,DAN 3:2,,,147,אדר,1505,גזר,,
149,אַדרַזדָּא,"adrazda' (ad-raz-daw') adv.
1. quickly or carefully
[(Aramaic) probably of Persian origin]
KJV: diligently. ",A,verb,,1,EZR 7:23,,,,,,,,
150,אֲדַרכּוֹן,"adarkon (ad-ar-kone') n-m.
1. a daric or Persian coin
[of Persian origin]
KJV: dram. ",H,noun,masculine,2,1CH 29:7,,,,,,,,
151,אֲדוֹרָם,"Adoram (ad-o-rawm') n/p.
1. Adoram (or Adoniram), an Israelite
[contracted for H141]
KJV: Adoram. 
Root(s): H141 ",H,noun proper,,2,2SA 20:24,,,141,אדונירם,,,,
152,אַדרַמֶּלֶך,"Adrammelek (ad-ram-meh'-lek) n/p.
1. splendor of (the) king
2. Adrammelek, the name of an Assyrian idol, also of a son of Sennacherib
[from H142 and H4428]
KJV: Adrammelech. 
Root(s): H142, H4428 ",H,noun proper,,3,2KI 17:31,מלך,,142,אדר,4428,מלך,,
153,אֶדרָע,"edra` (ed-raw') n-f.
1. an arm
2. (figuratively) power
[(Aramaic) an orthographical variation for H1872]
KJV: force. 
Root(s): H1872 ",A,noun,feminine,1,EZR 4:23,,,1872,דרע,,,,
154,אֶדרֶעִי,"edre`iy (ed-reh'-ee) n/l.
1. mighty
2. Edrei, the name of two places in Israel
[from the equivalent of H153]
KJV: Edrei. 
Root(s): H153 ",H,noun location,,8,NUM 21:33,,,153,אדרע,,,,
155,אַדֶּרֶת,"addereth (ad-deh'-reth) n-f.
1. something ample (as a large vine, a wide dress)
2. (also) the same as H0145
[feminine of H117]
KJV: garment, glory, goodly, mantle, robe. 
Root(s): H117 
See also: H145 ",H,noun,feminine,12,GEN 25:25,,,117,אדיר,,,,
156,אָדַשׁ,"adash (aw-dash') v.
1. to tread out (grain)
[a primitive root]
KJV: thresh. ",H,verb,,1,ISA 28:28,אדשׁ,2,,,,,,
157,אָהַב אָהֵב,"ahab (aw-hab') (or raheb {aw-habe'}) v.
1. to have affection for (sexually or otherwise)
[a primitive root]
KJV: (be-)love(-d, -ly, -r), like, friend. ",H,verb,,210,GEN 22:2,אהב,212,,,,,,
158,אַהַב,"ahab (ah'-hab) n-m.
1. affection (in a good or a bad sense)
[from H157]
KJV: love(-r). 
Root(s): H157 ",H,noun,masculine,2,PRO 5:19,אהב,212,157,אהב אהב,,,,
159,אוֹהַב,"ohab (o'-hab) n-m.
1. meaning the same as H0158
[from H156]
KJV: love. 
Root(s): H156 
See also: H158 ",H,noun,masculine,1,PRO 7:18,אדשׁ,2,156,אדשׁ,,,,
160,אַהֲבָה,"ahabah (a-hab-aw) n-f.
1. love
[feminine of H158 and meaning the same]
 Root(s): H158 ",H,noun,feminine,40,DEU 7:8,,,158,אהב,,,,
161,אוֹהַד,"Ohad (o'-had) n/p.
1. unity
2. Ohad, an Israelite
[from an unused root meaning to be united]
KJV: Ohad. ",H,noun proper,,2,GEN 46:10,,,,,,,,
162,אֲהָהּ,"ahahh (a-haw') inj.
1. Oh!
[apparently a primitive word expressing pain exclamatorily]
KJV: ah, alas. ",H,injunction,,15,JOS 7:7,,,,,,,,
163,אַהֲוָא,"Ahava' (a-hav-aw') n/l.
1. Ahava, a river of Babylonia
[probably of foreign origin]
KJV: Ahava. ",H,noun location,,3,EZR 8:15,,,,,,,,
164,אֵהוּד,"Ehuwd (ay-hood') n/p.
1. united
2. Ehud, the name of two or three Israelites
[from the same as H161]
KJV: Ehud. 
Root(s): H161 ",H,noun proper,,9,JDG 3:15,,,161,אוהד,,,,
165,אֱהִי,"ehiy (e-hee') adv.
1. where
[apparently an orthographical variation for H346]
KJV: I will be (Hos. 13 
Root(s): H346 
See also: H1961 ",H,verb,,3,HOS 13:10,איל,,346,איה,,,,
166,אָהַל,"ahal (aw-hal') v.
1. to be clear
[a primitive root]
KJV: shine. ",H,verb,,1,JOB 25:5,אהל,378,,,,,,
167,אָהַל,"ahal (aw-hal') v.
1. to tent
[a denominative from H168]
KJV: pitch (remove) a tent. 
Root(s): H168 ",H,verb,,3,GEN 13:12,אהל,378,168,אוהל,,,,
168,אוֹהֶל,"ohel (o'-hel) n-m.
1. a tent (as clearly conspicuous from a distance)
[from H166]
KJV: covering, (dwelling)(place), home, tabernacle, tent. 
Root(s): H166 ",H,noun,masculine,349,GEN 4:20,אהל,378,166,אהל,,,,
169,אוֹהֶל,"Ohel (o'-hel) n/p.
1. Ohel, an Israelite
[the same as H168]
KJV: Ohel. 
Root(s): H168 ",H,noun proper,,1,1CH 3:20,אהל,378,168,אוהל,,,,
170,אָהֳלָה אָהֳלָהּ,"Oholah (o-hol-aw') (in form a feminine of H168, but in fact for .Oholahh {o-hol-aw'}) n/p.
1. her tent (i.e. idolatrous sanctuary)
2. Oholah, a symbol. name for Samaria
[from H168]
KJV: Aholah. 
Root(s): H168, H168 ",H,noun proper,,5,EZK 23:4,אהל,378,168,אוהל,,,,
171,אָהֳלִיאָב,"Oholiy'ab (o''-hol-e-awb') n/p.
1. tent of (his) father
2. Oholiab, an Israelite
[from H168 and H1]
KJV: Aholiab. 
Root(s): H168, H1 ",H,noun proper,,5,EXO 31:6,אהל,378,168,אוהל,1,אב,,
172,אָהֳלִיבָּה אָהֳלִיבָּהּ,"Oholiybah (o''-hol-ee-baw') ((similarly with H170) for hOholiybahh {o''-hol-e-baw'}) n/p.
1. my tent (is) in her
2. Oholibah, a symbolic name for Judah
[from H168]
KJV: Aholibah. 
Root(s): H168 
See also: H170 ",H,noun proper,,6,EZK 23:4,אהל,378,168,אוהל,,,,
173,אָהֳלִיבָּמָה,"Oholiybamah (o''-hol-ee-baw-maw') n/p.
1. tent of (the) height
2. Oholibamah, a wife of Esau
[from H168 and H1116]
KJV: Aholibamah. 
Root(s): H168, H1116 ",H,noun proper,,8,GEN 36:2,אהל,378,168,אוהל,1116,במה,,
174,אֲהָלִים אֲהָלוֹת,"ahaliym (a-haw-leem') (or (feminine) ahalowth {a-haw-loth'} (only used thus in the plural)) n-m.
1. aloe wood (i.e. sticks)
[of foreign origin]
KJV: (tree of lign-) aloes. ",H,noun,masculine,4,NUM 24:6,,,,,,,,
175,אַהֲרוֹן,"Aharown (a-har-one') n/p.
1. Aharon, the brother of Moses
[of uncertain derivation]
KJV: Aaron. ",H,noun proper,,347,EXO 4:14,,,,,,,,
176,אוֹ אַו,"ow (o) (presumed to be the ""constructive"" or genitival form of -av {av}) conj.
1. desire (and so probably in Prov. 31
2. hence (by way of alternative) or, also if
[short for H185]
KJV: also, and, either, if, at the least, X nor, or, otherwise, then, whether. 
Root(s): H185 ",H,conjunction,,321,GEN 24:49,אוה,446,185,אוה,,,,
177,אוּאֵל,"Uw'el (oo-ale') n/p.
1. wish of God
2. Uel, and Israelite
[from H176 and H410]
KJV: Uel. 
Root(s): H176, H410 ",H,noun proper,,1,EZR 10:34,,,176,או או,410,אל,,
178,אוֹב,"owb (obe) n-m.
1. (properly) a mumble, i.e. a water skin (from its hollow sound)
2. a necromancer (ventriloquist, as from a jar)
[from the same as H1 (apparently through the idea of prattling a father's name)]
KJV: bottle, familiar spirit. 
Root(s): H1 ",H,noun,masculine,17,LEV 19:31,אב,1414,1,אב,,,,
179,אוֹבִיל,"owbiyl (o-beel') n/p.
1. mournful
2. Obil, an Ishmaelite
[probably from H56]
KJV: Obil. 
Root(s): H56 ",H,noun proper,,1,1CH 27:30,אבל,96,56,אבל,,,,
180,אוּבָל אוּבָל,"uwbal (oo-bawl') (or (shortened) ubal {oo-bawl'}) n-m.
1. a stream
[from H2986 (in the sense of H2988)]
KJV: river. 
Root(s): H2986, H2988 ",H,noun,masculine,3,DAN 8:2,יבל,,2986,יבל,2988,יבל,,
181,אוּד,"uwd (ood) n-m.
1. a poker (for turning or gathering embers)
[from an unused root meaning to rake together]
KJV: (fire-)brand. ",H,noun,masculine,3,ISA 7:4,אוד,340,,,,,,
182,אוֹדוֹת אוֹדוֹת,"owdowth (o-doth') (or (shortened) rodowth {o-doth'} (only thus in the plural)) n-f.
1. turnings (i.e. occasions)
2. (adverb) on account of
[from the same as H181]
KJV: (be-)cause, concerning, sake. 
Root(s): H181 ",H,noun,feminine,11,GEN 21:11,אוד,340,181,אוד,,,,
183,אָוָה,"avah (aw-vaw') v.
1. to wish for
[a primitive root]
KJV: covet, (greatly) desire, be desirous, long, lust (after). ",H,verb,,28,NUM 11:4,אוה,446,,,,,,
184,אָוָה,"avah (aw-vaw') v.
1. to extend or mark out
[a primitive root]
KJV: point out. ",H,verb,,1,NUM 34:10,אוה,446,,,,,,
185,אַוָּה,"avvah (av-vaw') n-f.
1. longing
[from H183]
KJV: desire, lust after, pleasure. 
Root(s): H183 ",H,noun,feminine,7,DEU 12:15,אוה,446,183,אוה,,,,
186,אוּזַי,"Uwzay (oo-zah'-ee) n/p.
1. Uzai, an Israelite
[perhaps by permutation for H5813, strong]
KJV: Uzai. 
Root(s): H5813 ",H,noun proper,,1,NEH 3:25,,,5813,עוזי,,,,
187,אוּזָל,"Uwzal (oo-zawl') n/p.
1. Uzal, a son of Joktan
[of uncertain derivation]
KJV: Uzal. ",H,noun proper,,2,GEN 10:27,,,,,,,,
188,אוֹי,"owy (o'-ee) inj.
1. lamentation
2. (interjectionally) Oh!
[probably from H183 (in the sense of crying out after)]
KJV: alas, woe. 
Root(s): H183 ",H,injunction,,24,NUM 21:29,אוה,446,183,אוה,,,,
189,אֱוִי,"Eviy (ev-ee') n/p.
1. desirous
2. Evi, a Midianitish chief
[probably from H183]
KJV: Evi. 
Root(s): H183 ",H,noun proper,,2,NUM 31:8,אוה,446,183,אוה,,,,
190,אוֹיָה,"owyah (o-yaw') inj.
1. woe
[feminine of H188]
 Root(s): H188 ",H,injunction,,1,PSA 120:5,,,188,אוי,,,,
191,אֱוִיל,"eviyl (ev-eel') adj.
1. (figuratively) silly
[from an unused root (meaning to be perverse)]
KJV: fool(-ish) (man). ",H,adjective,,26,2KI 24:15,אול,,,,,,,
192,אֱוִיל מְרוֹדַך,"Eviyl Mrodak (ev-eel' mer-o-dak') n/p.
1. Evil-Merodak, a Babylonian king
[of Aramaic derivation and probably meaning soldier of Merodak]
KJV: Evil-merodach. ",H,noun proper,,2,2KI 25:27,,,,,,,,
193,אוּל,"uwl (ool) n-m.
1. the body (as being rolled together)
2. (also) powerful
[from an unused root meaning to twist, by implication, to be strong]
KJV: mighty, strength. ",H,noun,masculine,1,PSA 73:4,,,,,,,,
194,אוּלַי אוּלַי,"uwlay (oo-lah'ee) (or (shortened) rulay {oo-lah'ee}) adv.
1. if not
2. hence perhaps
[from H176]
KJV: if so be, may be, peradventure, unless. 
Root(s): H176 ",H,verb,,45,GEN 16:2,,,176,או או,,,,
195,אוּלַי,"Uwlay (oo-lah'ee) n/l.
1. the Ulai (or Eulaeus), a river of Persia
[of Persian derivation]
KJV: Ulai. ",H,noun location,,2,DAN 8:2,,,,,,,,
196,אֱוִלִי,"eviliy (ev-ee-lee') adj.
1. silly, foolish
2. hence (morally) impious
[from H191]
KJV: foolish. 
Root(s): H191 ",H,adjective,,2,ISA 19:11,אול,,191,אויל,,,,
197,אוּלָם אוּלָם,"uwlam (oo-lawm') (or (shortened) ,ulam {oo-lawm'}) n-m.
1. a vestibule (as bound to the building)
[from H481 (in the sense of tying)]
KJV: porch. 
Root(s): H481 ",H,noun,masculine,34,1KI 6:3,אלם,,481,אלם,,,,
198,אוּלָם,"Uwlam (oo-lawm') n/p.
1. solitary
2. Ulam, the name of two Israelites
[appar, from H481 (in the sense of dumbness)]
KJV: Ulam. 
Root(s): H481 ",H,noun proper,,4,1CH 7:16,אלם,,481,אלם,,,,
199,אוּלָם,"uwlam (oo-lawm') adv.
1. however or on the contrary
[apparently a variation of H194]
KJV: as for, but, howbeit, in very deed, surely, truly, wherefore. 
Root(s): H194 ",H,verb,,19,GEN 28:19,,,194,אולי אולי,,,,
200,אִוֶּלֶת,"ivveleth (iv-veh'-leth) n-f.
1. silliness
[from the same as H191]
KJV: folly, foolishly(-ness). 
Root(s): H191 ",H,noun,feminine,25,PSA 38:5,,,191,אויל,,,,
201,אוֹמָר,"Owmar (o-mawr') n/p.
1. talkative
2. Omar, a grandson of Esau
[from H559]
KJV: Omar. 
Root(s): H559 ",H,noun proper,,3,GEN 36:11,אמר,,559,אמר,,,,
202,אוֹן,"own (one) n-m.
1. ability, power, (figuratively) wealth
[probably from the same as H205 (in the sense of effort, but successful)]
KJV: force, goods, might, strength, substance. 
Root(s): H205 ",H,noun,masculine,12,GEN 49:3,,,205,און,,,,
203,אוֹן,"Own (one) n/p.
1. On, an Israelite
[the same as H202]
KJV: On. 
Root(s): H202 ",H,noun proper,,1,NUM 16:1,,,202,און,,,,
204,אוֹן אוֹן,"Own (one) (or (shortened) On {one};) n/l.
1. On, a city of Egypt
[of Egyptian derivation]
KJV: On. ",H,noun location,,3,GEN 41:45,,,,,,,,
205,אָוֶן,"aven (aw-ven') n-m.
1. (strictly) nothingness
2. (also) trouble, vanity, wickedness
3. (specifically) an idol
[from an unused root perhaps meaning properly, to pant (hence, to exert oneself, usually in vain; to come to naught)]
KJV: affliction, evil, false, idol, iniquity, mischief, mourners(-ing), naught, sorrow, unjust, unrighteous, vain ,vanity, wicked(-ness). 
Compare: H369 ",H,noun,masculine,79,NUM 23:21,אין,,,,,,,
206,אָוֶן,"Aven (aw'-ven) n/l.
1. idolatry
2. Aven, the contemptuous synonym of three places, one in Coele-Syria, one in Egypt (On), and one in Israel (Bethel)
[the same as H205]
KJV: Aven. See also H0204, H1007. 
Root(s): H205 
See also: H204, H1007 ",H,noun location,,1,EZK 30:17,,,205,און,,,,
207,אוֹנוֹ אוֹנוֹ,"Ownow (o-no') (or (shortened) Onow {o-no'}) n/l.
1. strong
2. Ono, a place in Israel
[prolonged from H202]
KJV: Ono. 
Root(s): H202 ",H,noun location,,5,1CH 8:12,,,202,און,,,,
208,אוֹנָם,"Ownam (o-nawm') n/p.
1. strong
2. Onam, the name of an Edomite and of an Israelite
[a variation of H209]
KJV: Onam. 
Root(s): H209 ",H,noun proper,,4,GEN 36:23,,,209,אונן,,,,
209,אוֹנָן,"Ownan (o-nawn') n/p.
1. strong
2. Onan, a son of Judah
[a variation of H207]
KJV: Onan. 
Root(s): H207 ",H,noun proper,,8,GEN 38:4,,,207,אונו אונו,,,,
210,אוּפָז,"Uwphaz (oo-fawz') n/l.
1. Uphaz, a famous gold region
[perhaps a corruption of H211]
KJV: Uphaz. 
Root(s): H211 ",H,noun location,,2,JER 10:9,,,211,אופיר אופיר אופר,,,,
211,אוֹפִיר אוֹפִיר אוֹפִר,"Owphiyr (o-feer') (or (shortened) pOphiyr {o-feer'}and fOwphir {o- feer'}) n/p.
1. Ophir, the name of a son of Joktan, and of a gold region in the East
[of uncertain derivation]
KJV: Ophir. ",H,noun proper,,13,GEN 10:29,,,,,,,,
212,אוֹפָן אוֹפָן,"owphan (o-fawn') (or (shortened) pophan {o-fawn'}) n-m.
1. a wheel
[from an unused root meaning to revolve]
KJV: wheel. ",H,noun,masculine,35,EXO 14:25,,,,,,,,
213,אוּץ,"uwts (oots) v.
1. to press
2. (by implication) to be close, hurry, withdraw
[a primitive root]
KJV: (make) haste(-n, -y), labor, be narrow. ",H,verb,,1,GEN 19:15,אוץ,,,,,,,
214,אוֹצָר,"owtsar (o-tsaw') n-m.
1. a depository
[from H686]
KJV: armory, cellar, garner, store(-house), treasure(-house) (-y). 
Root(s): H686 ",H,noun,masculine,79,DEU 28:12,אצר,,686,אצר,,,,
